File name,Score,Prosody,Noise/Disruption,Pre-speech noise,Repetition,Word,Pronunciation,pronScores,Assessor
a08_frukt.wav,2,,,,,frukt,f r u0 k t,1 1 1 0 0,Jeanett
d17_frukt.wav,5,,1,,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a29_frukt.wav,5,,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
d03_frukt.wav,5,,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a05_frukt.wav,5,,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a11_frukt.wav,3,1,,,,frukt,f r u0 k t,1 1 1 1 0,Jeanett
a30_frukt.wav,5,,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
d11_frukt.wav,3,,,,,frukt,f r u0 k t,1 1 0 1 1,Jeanett
d05_frukt.wav,3,,,1,,frukt,f r u0 k t,1 1 0 1 1,Jeanett
d08_frukt.wav,5,,1,,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a22_frukt.wav,4,1,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a03_frukt.wav,4,1,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a17_frukt.wav,5,1,,1,,frukt,f r u0 k t,1 1 1 1 1,Jeanett
a29_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d01_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a02_skinke.wav,3,1,,1,,skinke,S I N k @,0 1 1 1 1,Anne Marte
a13_skinke.wav,3,1,,,,skinke,S I N k @,1 0 1 1 1,Anne Marte
d10_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a16_skinke.wav,3,1,,1,,skinke,S I N k @,1 0 1 1 1,Anne Marte
d09_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a21_skinke.wav,0,,,1,,skinke,S I N k @,0 0 0 0 0,Anne Marte
d15_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d04_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a30_skinke.wav,3,,,1,,skinke,S I N k @,1 0 0 1 1,Anne Marte
d18_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a07_skinke.wav,2,,,,,skinke,S I N k @,1 0 0 0 1,Anne Marte
d03_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d12_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a11_skinke.wav,2,,,,1,skinke,S I N k @,1 1 0 0 0,Anne Marte
a26_skinke.wav,3,,,,1,skinke,S I N k @,1 1 0 1 1,Anne Marte
a08_skinke.wav,3,,,,,skinke,S I N k @,1 1 0 1 1,Anne Marte
d17_skinke.wav,4,,,,,skinke,S I N k @,0 1 1 1 1,Anne Marte
a23_skinke.wav,3,1,,1,,skinke,S I N k @,1 1 0 1 1,Anne Marte
a14_skinke.wav,5,,1,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a05_skinke.wav,3,1,1,,,skinke,S I N k @,1 1 0 1 1,Anne Marte
a32_skinke.wav,3,,,1,,skinke,S I N k @,1 1 0 1 1,Anne Marte
d06_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a19_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d08_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a17_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a20_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d14_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d05_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a31_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a06_skinke.wav,4,1,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d19_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a28_skinke.wav,3,1,,1,,skinke,S I N k @,1 0 1 1 1,Anne Marte
a03_skinke.wav,3,,,1,,skinke,S I N k @,1 0 1 1 0,Anne Marte
a34_skinke.wav,4,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a25_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a12_skinke.wav,3,1,,,,skinke,S I N k @,1 1 0 1 1,Anne Marte
d11_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d16_skinke.wav,4,,,,,skinke,S I N k @,0 1 1 1 1,Anne Marte
a09_skinke.wav,3,,,,,skinke,S I N k @,1 1 1 1 0,Anne Marte
a22_skinke.wav,4,,,1,,skinke,S I N k @,1 1 0 1 1,Anne Marte
a15_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a04_skinke.wav,4,1,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a33_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a18_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d07_skinke.wav,5,,,1,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a01_skinke.wav,3,1,,,,skinke,S I N k @,0 1 1 1 1,Anne Marte
d02_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
d13_skinke.wav,5,,,,,skinke,S I N k @,1 1 1 1 1,Anne Marte
a10_skinke.wav,3,1,,,,skinke,S I N k @,1 0 1 1 1,Anne Marte
a27_skinke.wav,3,,,1,,skinke,S I N k @,0 0 1 1 1,Anne Marte
a16_hjoerne.wav,5,,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d18_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d04_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d11_hjoerne.wav,3,,,,,hjørne,j 2: n` @,0 1 1 1,Jeanett
a31_hjoerne.wav,3,,,,,hjørne,j 2: n` @,1 1 1 0,Jeanett
a03_hjoerne.wav,4,1,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a34_hjoerne.wav,2,,,1,,hjørne,j 2: n` @,1 0 0 1,Jeanett
d14_hjoerne.wav,4,1,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d08_hjoerne.wav,0,,,,,hjørne,j 2: n` @,0 0 0 0,Jeanett
a28_hjoerne.wav,4,,,1,,hjørne,j 2: n` @,1 1 0 1,Jeanett
a06_hjoerne.wav,1,,,,,hjørne,j 2: n` @,1 1 0 0,Jeanett
a13_hjoerne.wav,2,,,,,hjørne,j 2: n` @,1 0 0 1,Jeanett
a21_hjoerne.wav,3,,,1,,hjørne,j 2: n` @,0 0 1 1,Jeanett
d01_hjoerne.wav,0,,1,,,hjørne,j 2: n` @,0 0 0 0,Jeanett
a22_hjoerne.wav,3,1,,,,hjørne,j 2: n` @,1 1 0 1,Jeanett
d02_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a10_hjoerne.wav,3,,,,,hjørne,j 2: n` @,0 1 1 1,Jeanett
a05_hjoerne.wav,3,,1,,,hjørne,j 2: n` @,1 1 1 0,Jeanett
d17_hjoerne.wav,3,,1,,,hjørne,j 2: n` @,0 1 1 1,Jeanett
a19_hjoerne.wav,4,1,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d12_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a32_hjoerne.wav,3,1,,,,hjørne,j 2: n` @,1 1 0 1,Jeanett
d07_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a27_hjoerne.wav,3,,,,,hjørne,j 2: n` @,1 0 1 1,Jeanett
a09_hjoerne.wav,4,1,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a15_hjoerne.wav,4,,,1,,hjørne,j 2: n` @,1 1 0 1,Jeanett
a20_hjoerne.wav,5,,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a12_hjoerne.wav,2,,,,,hjørne,j 2: n` @,1 0 0 0,Jeanett
a29_hjoerne.wav,4,1,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d09_hjoerne.wav,4,,,,,hjørne,j 2: n` @,1 1 0 1,Jeanett
a07_hjoerne.wav,1,,,,,hjørne,j 2: n` @,0 0 1 1,Jeanett
d15_hjoerne.wav,3,1,,,,hjørne,j 2: n` @,1 1 0 1,Jeanett
a02_hjoerne.wav,3,1,,1,,hjørne,j 2: n` @,0 1 1 1,Jeanett
a30_hjoerne.wav,4,1,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d10_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a25_hjoerne.wav,3,1,,,,hjørne,j 2: n` @,1 1 0 1,Jeanett
d05_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a17_hjoerne.wav,3,,1,,,hjørne,j 2: n` @,1 0 0 1,Jeanett
a14_hjoerne.wav,5,,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a26_hjoerne.wav,3,1,,,,hjørne,j 2: n` @,1 0 1 1,Jeanett
d06_hjoerne.wav,5,,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a08_hjoerne.wav,1,,,,,hjørne,j 2: n` @,1 0 0 0,Jeanett
a33_hjoerne.wav,4,,,1,,hjørne,j 2: n` @,1 1 0 1,Jeanett
d13_hjoerne.wav,4,1,1,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a01_hjoerne.wav,4,1,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
d16_hjoerne.wav,4,1,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a18_hjoerne.wav,4,1,,1,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a04_hjoerne.wav,3,1,,1,,hjørne,j 2: n` @,1 0 1 1,Jeanett
a11_hjoerne.wav,1,,,,,hjørne,j 2: n` @,1 1 0 0,Jeanett
d19_hjoerne.wav,3,1,,,,hjørne,j 2: n` @,1 1 0 1,Jeanett
d03_hjoerne.wav,3,,,,,hjørne,j 2: n` @,1 1 1 0,Jeanett
a23_hjoerne.wav,4,1,,,,hjørne,j 2: n` @,1 1 1 1,Jeanett
a32_klar.wav,3,,,,,klar,k l A: r,1 1 0 1,Anne Marte
a33_klar.wav,5,,,,,klar,k l A: r,1 1 1 1,Anne Marte
a25_klar.wav,2,,,,,klar,k l A: r,1 0 0 0,Anne Marte
a22_klar.wav,4,,,,,klar,k l A: r,0 1 1 1,Anne Marte
a23_klar.wav,4,,,,,klar,k l A: r,1 1 1 0,Anne Marte
a28_klar.wav,3,,,,,klar,k l A: r,1 1 0 1,Anne Marte
a29_klar.wav,3,,,,,klar,k l A: r,1 1 0 0,Anne Marte
a16_klar.wav,3,,,,,klar,k l A: r,1 0 1 1,Anne Marte
a17_klar.wav,5,,,,,klar,k l A: r,1 1 1 1,Anne Marte
a34_klar.wav,3,,,,,klar,k l A: r,1 0 0 1,Anne Marte
a26_klar.wav,3,1,,,,klar,k l A: r,1 1 1 0,Anne Marte
a27_klar.wav,1,,1,1,,klar,k l A: r,0 0 0 1,Anne Marte
a18_klar.wav,3,,,,,klar,k l A: r,1 1 0 1,Anne Marte
a19_klar.wav,3,,,,,klar,k l A: r,1 0 1 1,Anne Marte
a31_klar.wav,3,,,,1,klar,k l A: r,1 1 0 1,Anne Marte
a30_klar.wav,3,,,,,klar,k l A: r,1 0 0 1,Anne Marte
a15_klar.wav,3,,,,,klar,k l A: r,1 1 0 0,Anne Marte
a14_klar.wav,3,,1,,,klar,k l A: r,1 1 0 0,Anne Marte
a21_klar.wav,3,,,,,klar,k l A: r,1 1 0 1,Anne Marte
a20_klar.wav,3,,,,,klar,k l A: r,1 0 1 1,Anne Marte
a32_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a33_klar.wav,5,,,1,,klar,k l A: r,1 1 1 1,Jeanett
a25_klar.wav,2,,,1,,klar,k l A: r,1 0 0 0,Jeanett
a22_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a23_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a28_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a29_klar.wav,3,,,1,,klar,k l A: r,1 1 1 0,Jeanett
a16_klar.wav,3,,1,,,klar,k l A: r,1 0 1 1,Jeanett
a17_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a34_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a26_klar.wav,4,,,1,,klar,k l A: r,1 1 1 0,Jeanett
a27_klar.wav,1,,1,1,,klar,k l A: r,0 0 0 1,Jeanett
a18_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a19_klar.wav,3,,,1,,klar,k l A: r,1 0 1 1,Jeanett
a31_klar.wav,3,,,1,1,klar,k l A: r,1 1 0 1,Jeanett
a30_klar.wav,3,,,1,,klar,k l A: r,1 1 0 1,Jeanett
a15_klar.wav,3,,,1,,klar,k l A: r,1 1 1 0,Jeanett
a14_klar.wav,3,,1,1,,klar,k l A: r,1 1 1 0,Jeanett
a21_klar.wav,4,1,,1,,klar,k l A: r,1 1 1 1,Jeanett
a20_klar.wav,3,,,1,,klar,k l A: r,1 0 1 1,Jeanett
a02_plante.wav,3,1,,1,,plante,p l A n t @,1 1 1 0 1 1,Anne Marte
d01_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a29_plante.wav,3,1,,,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
d10_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a13_plante.wav,3,1,,,,plante,p l A n t @,1 1 1 0 1 1,Anne Marte
d15_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a21_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a16_plante.wav,3,1,,1,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
d09_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
d18_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a07_plante.wav,2,,1,,,plante,p l A n t @,1 0 1 0 1 1,Anne Marte
a30_plante.wav,3,1,,1,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
d04_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
d03_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a26_plante.wav,2,1,,1,,plante,p l A n t @,1 0 1 0 1 1,Anne Marte
a11_plante.wav,3,1,1,,,plante,p l A n t @,1 1 1 0 1 1,Anne Marte
d12_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a14_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a23_plante.wav,2,,,1,,plante,p l A n t @,1 0 1 1 0 1,Anne Marte
a08_plante.wav,2,,,,,plante,p l A n t @,0 0 1 1 1 1,Anne Marte
d17_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
d06_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a19_plante.wav,3,1,,1,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
a32_plante.wav,4,,,1,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
a05_plante.wav,3,,1,,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
d14_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a20_plante.wav,4,,,1,1,plante,p l A n t @,1 1 0 1 1 1,Anne Marte
d08_plante.wav,3,1,1,,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
a17_plante.wav,3,1,,1,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
a06_plante.wav,2,,1,,,plante,p l A n t @,0 0 0 0 1 1,Anne Marte
d19_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a31_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
d05_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a34_plante.wav,2,,,1,,plante,p l A n t @,1 0 0 0 1 1,Anne Marte
a03_plante.wav,2,,,1,,plante,p l A n t @,1 0 1 0 1 1,Anne Marte
a28_plante.wav,2,,1,,,plante,p l A n t @,1 0 1 0 1 1,Anne Marte
d11_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a12_plante.wav,1,,1,,,plante,p l A n t @,0 0 0 0 1 1,Anne Marte
a25_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a15_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a22_plante.wav,4,,,1,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
d16_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a09_plante.wav,2,,,,,plante,p l A n t @,1 0 0 0 1 1,Anne Marte
a18_plante.wav,5,,,1,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
d07_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a33_plante.wav,4,,,1,,plante,p l A n t @,1 1 0 1 1 1,Anne Marte
a04_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
d02_plante.wav,3,,,,,plante,p l A n t @,1 1 1 1 0 1,Anne Marte
a01_plante.wav,3,,1,,,plante,p l A n t @,1 1 1 1 0 1,Anne Marte
a27_plante.wav,2,,,1,,plante,p l A n t @,1 0 1 0 1 1,Anne Marte
a10_plante.wav,3,,,,,plante,p l A n t @,1 0 1 1 1 1,Anne Marte
d13_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Anne Marte
a02_plante.wav,3,1,,1,,plante,p l A n t @,1 1 1 0 1 1,Jeanett
d01_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a29_plante.wav,3,1,,,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
d10_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a13_plante.wav,3,1,,,,plante,p l A n t @,1 1 1 0 1 1,Jeanett
d15_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a21_plante.wav,5,,,1,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a16_plante.wav,3,1,,1,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
d09_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d18_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a07_plante.wav,2,,1,,,plante,p l A n t @,1 0 1 0 1 1,Jeanett
a30_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d04_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d03_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a26_plante.wav,2,1,,1,,plante,p l A n t @,1 0 1 0 1 1,Jeanett
a11_plante.wav,3,1,1,,,plante,p l A n t @,0 0 1 0 1 1,Jeanett
d12_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a14_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a23_plante.wav,2,,,1,,plante,p l A n t @,1 0 1 1 0 1,Jeanett
a08_plante.wav,2,,,,,plante,p l A n t @,0 0 1 1 1 1,Jeanett
d17_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d06_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a19_plante.wav,3,1,,1,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
a32_plante.wav,4,,,1,,plante,p l A n t @,0 1 1 1 1 1,Jeanett
a05_plante.wav,3,,1,,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
d14_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a20_plante.wav,3,,,1,1,plante,p l A n t @,1 1 0 1 1 1,Jeanett
d08_plante.wav,3,1,1,,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
a17_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a06_plante.wav,2,,1,,,plante,p l A n t @,0 0 0 0 1 1,Jeanett
d19_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a31_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d05_plante.wav,5,,1,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a34_plante.wav,2,,,1,,plante,p l A n t @,1 0 0 0 1 1,Jeanett
a03_plante.wav,2,,1,1,,plante,p l A n t @,1 0 1 0 1 1,Jeanett
a28_plante.wav,2,,1,,,plante,p l A n t @,1 0 1 0 1 1,Jeanett
d11_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a12_plante.wav,1,,1,,,plante,p l A n t @,0 0 0 0 1 1,Jeanett
a25_plante.wav,4,,,1,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
a15_plante.wav,4,,,1,,plante,p l A n t @,0 1 1 1 1 1,Jeanett
a22_plante.wav,4,,,1,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
d16_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a09_plante.wav,2,,,,,plante,p l A n t @,1 0 0 0 1 1,Jeanett
a18_plante.wav,5,,,1,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d07_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
a33_plante.wav,3,,,1,,plante,p l A n t @,1 1 0 1 1 1,Jeanett
a04_plante.wav,4,1,,1,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d02_plante.wav,2,,,,,plante,p l A n t @,0 1 1 1 0 1,Jeanett
a01_plante.wav,3,,1,,,plante,p l A n t @,1 1 1 1 0 1,Jeanett
a27_plante.wav,2,,,1,,plante,p l A n t @,1 0 1 0 1 1,Jeanett
a10_plante.wav,3,,,,,plante,p l A n t @,1 0 1 1 1 1,Jeanett
d13_plante.wav,5,,,,,plante,p l A n t @,1 1 1 1 1 1,Jeanett
d18_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
d19_oere.wav,1,,,,,øre,2: r @,0 0 1,Anne Marte
a05_oere.wav,4,1,1,,,øre,2: r @,1 1 1,Anne Marte
a04_oere.wav,4,1,,1,,øre,2: r @,1 1 1,Anne Marte
a31_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
a30_oere.wav,4,1,,1,,øre,2: r @,1 1 1,Anne Marte
d12_oere.wav,4,,,,,øre,2: r @,0 1 1,Anne Marte
d13_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
a12_oere.wav,1,,,,,øre,2: r @,0 0 0,Anne Marte
a13_oere.wav,1,,,,,øre,2: r @,0 0 0,Anne Marte
a26_oere.wav,3,,,1,,øre,2: r @,0 0 1,Anne Marte
a27_oere.wav,4,,,1,,øre,2: r @,0 1 1,Anne Marte
d05_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
d04_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
a18_oere.wav,4,,,1,,øre,2: r @,1 1 0,Anne Marte
a19_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
a15_oere.wav,3,,,1,,øre,2: r @,1 0 0,Anne Marte
a14_oere.wav,4,,,1,,øre,2: r @,1 0 1,Anne Marte
d08_oere.wav,3,,1,,,øre,2: r @,0 1 1,Anne Marte
d09_oere.wav,4,,1,,,øre,2: r @,1 1 0,Anne Marte
a21_oere.wav,3,,,1,,øre,2: r @,0 1 1,Anne Marte
a20_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
d02_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
d03_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
a02_oere.wav,4,1,,1,,øre,2: r @,1 1 1,Anne Marte
a03_oere.wav,4,1,,1,,øre,2: r @,1 1 1,Anne Marte
a08_oere.wav,2,,,,,øre,2: r @,0 0 0,Anne Marte
a09_oere.wav,4,,,,,øre,2: r @,1 1 0,Anne Marte
d15_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
d14_oere.wav,3,,,,,øre,2: r @,1 0 1,Anne Marte
a25_oere.wav,3,1,,1,,øre,2: r @,1 0 1,Anne Marte
d06_oere.wav,4,,,,,øre,2: r @,0 1 1,Anne Marte
d07_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
a11_oere.wav,2,,,,,øre,2: r @,0 0 1,Anne Marte
a10_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
a32_oere.wav,4,1,,1,,øre,2: r @,1 1 1,Anne Marte
a33_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
d11_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
d10_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
a06_oere.wav,3,1,,,,øre,2: r @,0 1 1,Anne Marte
a07_oere.wav,3,,,,,øre,2: r @,1 0 1,Anne Marte
a34_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
d16_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
d17_oere.wav,5,,,,,øre,2: r @,1 1 1,Anne Marte
a01_oere.wav,2,,,,,øre,2: r @,0 0 1,Anne Marte
a22_oere.wav,5,,,1,,øre,2: r @,1 1 1,Anne Marte
a23_oere.wav,4,1,,1,,øre,2: r @,1 1 1,Anne Marte
d01_oere.wav,5,,1,,,øre,2: r @,1 1 1,Anne Marte
a28_oere.wav,4,,,1,,øre,2: r @,0 1 1,Anne Marte
a29_oere.wav,3,,,1,,øre,2: r @,1 0 1,Anne Marte
a16_oere.wav,4,,,1,,øre,2: r @,1 1 0,Anne Marte
a17_oere.wav,3,,,1,,øre,2: r @,0 1 1,Anne Marte
a30_myr.wav,5,,,1,,myr,m y: r,1 1 1,Anne Marte
a20_myr.wav,4,,,1,,myr,m y: r,0 1 1,Anne Marte
a16_myr.wav,5,,,1,,myr,m y: r,1 1 1,Anne Marte
a29_myr.wav,3,,,1,,myr,m y: r,1 1 0,Anne Marte
a17_myr.wav,3,,,1,,myr,m y: r,0 0 1,Anne Marte
a28_myr.wav,3,,,1,,myr,m y: r,1 0 1,Anne Marte
a21_myr.wav,5,,,1,,myr,m y: r,1 1 1,Anne Marte
a31_myr.wav,5,,,1,,myr,m y: r,1 1 1,Anne Marte
a15_myr.wav,2,,,1,,myr,m y: r,1 0 0,Anne Marte
a33_myr.wav,4,,,1,,myr,m y: r,1 1 0,Anne Marte
a23_myr.wav,4,,,1,,myr,m y: r,1 0 1,Anne Marte
a22_myr.wav,4,,,1,,myr,m y: r,1 0 1,Anne Marte
a32_myr.wav,4,,,1,,myr,m y: r,0 1 1,Anne Marte
a14_myr.wav,4,,,1,,myr,m y: r,1 1 0,Anne Marte
a27_myr.wav,4,,,1,,myr,m y: r,1 0 1,Anne Marte
a18_myr.wav,3,,,1,,myr,m y: r,1 0 0,Anne Marte
